20;12;25;11;19;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;171;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;18;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;171;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;17;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;171;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;16;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;15;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;14;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;13;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;12;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;11;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;10;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;09;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;08;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;07;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;06;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;05;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;04;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;03;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;02;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;01;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;11;00;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;59;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;58;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;57;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;56;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;55;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;54;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;170;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;53;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;52;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;51;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;50;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;49;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;48;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;47;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;46;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;45;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;44;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;43;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;42;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;41;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;40;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;39;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;38;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;37;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;36;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;35;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;34;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;33;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;169;230;000;000;092;223;000;000;004;124;000;000;000;000;000;
20;12;25;10;32;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;169;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;31;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;169;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;30;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;169;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;29;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;169;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;28;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;27;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;26;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;003;124;000;000;000;000;000;
20;12;25;10;25;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;002;124;000;000;000;000;000;
20;12;25;10;24;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;002;124;000;000;000;000;000;
20;12;25;10;23;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;002;124;000;000;000;000;000;
20;12;25;10;22;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;002;124;000;000;000;000;000;
20;12;25;10;21;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;002;124;000;000;000;000;000;
20;12;25;10;20;00;0083951757;SE1-PM3;000;000;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;002;124;000;000;000;000;000;
20;12;25;10;19;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;18;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;17;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;16;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;15;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;14;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;13;00;0083951757;SE1-PM3;000;000;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;001;124;000;000;000;000;000;
20;12;25;10;12;00;0083951757;SE1-PM3;000;003;000;000;000;008;000;000;000;168;230;000;000;092;223;000;000;000;124;000;000;000;000;000;
20;12;25;10;11;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;000;124;000;000;000;000;000;
20;12;25;10;10;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;000;124;000;000;000;000;000;
20;12;25;10;09;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;000;124;000;000;000;000;000;
20;12;25;10;08;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;000;124;000;000;000;000;000;
20;12;25;10;07;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;255;123;000;000;000;000;000;
20;12;25;10;06;00;0083951757;SE1-PM3;000;003;000;000;000;014;000;000;000;168;230;000;000;092;223;000;000;255;123;000;000;000;000;000;
20;12;25;10;05;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;255;123;000;000;000;000;000;
20;12;25;10;04;00;0083951757;SE1-PM3;000;000;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;255;123;000;000;000;000;000;
20;12;25;10;03;00;0083951757;SE1-PM3;000;003;000;000;000;011;000;000;000;168;230;000;000;092;223;000;000;255;123;000;000;000;000;000;
20;12;25;10;02;00;0083951757;SE1-PM3;000;003;000;000;000;014;000;000;000;168;230;000;000;092;223;000;000;255;123;000;000;000;000;000;
20;12;25;10;01;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;10;00;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;59;00;0083951757;SE1-PM3;000;003;000;000;000;005;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;58;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;57;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;56;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;55;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;54;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;53;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;52;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;51;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;50;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;49;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;48;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;47;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;46;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;45;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;44;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;43;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;42;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;41;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;168;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;40;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;39;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;38;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;37;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;36;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;35;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;34;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;33;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;32;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;31;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;30;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;29;00;0083951757;SE1-PM3;000;005;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;28;00;0083951757;SE1-PM3;000;005;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;27;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;26;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;25;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;24;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;23;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;22;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;167;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;21;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;20;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;19;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;18;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;17;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;16;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;15;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;14;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;13;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;11;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;10;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;09;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;08;00;0083951757;SE1-PM3;000;005;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;07;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;06;00;0083951757;SE1-PM3;000;005;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;05;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;166;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;04;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;03;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;02;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;01;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;09;00;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;59;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;58;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;57;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;56;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;55;00;0083951757;SE1-PM3;000;005;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;54;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;53;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;52;00;0083951757;SE1-PM3;000;005;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;51;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;50;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;49;00;0083951757;SE1-PM3;000;005;000;000;000;000;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;48;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;165;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;47;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;46;00;0083951757;SE1-PM3;000;003;000;000;000;003;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;45;00;0083951757;SE1-PM3;000;003;000;000;000;000;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;44;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;43;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;42;00;0083951757;SE1-PM3;000;000;000;000;000;003;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;41;00;0083951757;SE1-PM3;000;000;000;000;000;000;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;40;00;0083951757;SE1-PM3;000;000;000;000;000;003;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;39;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;164;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;38;00;0083951757;SE1-PM3;000;030;000;000;000;000;000;000;000;163;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;37;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;163;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;36;00;0083951757;SE1-PM3;000;030;000;000;000;000;000;000;000;162;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;35;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;162;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;34;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;161;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;33;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;161;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;32;00;0083951757;SE1-PM3;000;033;000;000;000;000;000;000;000;160;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;31;00;0083951757;SE1-PM3;000;033;000;000;000;003;000;000;000;160;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;30;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;159;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;29;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;159;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;28;00;0083951757;SE1-PM3;000;033;000;000;000;003;000;000;000;158;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;27;00;0083951757;SE1-PM3;000;033;000;000;000;003;000;000;000;158;230;000;000;092;223;000;000;254;123;000;000;000;000;000;
20;12;25;08;26;00;0083951757;SE1-PM3;000;033;000;000;000;003;000;000;000;157;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;25;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;157;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;24;00;0083951757;SE1-PM3;000;033;000;000;000;003;000;000;000;156;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;23;00;0083951757;SE1-PM3;000;030;000;000;000;005;000;000;000;156;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;22;00;0083951757;SE1-PM3;000;033;000;000;000;003;000;000;000;155;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;21;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;155;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;20;00;0083951757;SE1-PM3;000;030;000;000;000;003;000;000;000;154;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;19;00;0083951757;SE1-PM3;000;019;000;000;000;003;000;000;000;154;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;18;00;0083951757;SE1-PM3;000;016;000;000;000;000;000;000;000;154;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;17;00;0083951757;SE1-PM3;000;025;000;000;000;000;000;000;000;153;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;16;00;0083951757;SE1-PM3;000;022;000;000;000;000;000;000;000;153;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;15;00;0083951757;SE1-PM3;000;022;000;000;000;000;000;000;000;152;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;14;00;0083951757;SE1-PM3;000;022;000;000;000;000;000;000;000;152;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;13;00;0083951757;SE1-PM3;000;022;000;000;000;000;000;000;000;152;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;12;00;0083951757;SE1-PM3;000;019;000;000;000;000;000;000;000;151;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;11;00;0083951757;SE1-PM3;000;019;000;000;000;000;000;000;000;151;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
20;12;25;08;10;00;0083951757;SE1-PM3;000;019;000;000;000;000;000;000;000;151;230;000;000;092;223;000;000;253;123;000;000;000;000;000;
